"50","COLETTE ","Claudine à l'école","1900","68","me laisse tout à fait tranquille , et que même elle se","montre","très bonne . Nous la faisions plus mauvaise qu' elle ne"
"51","COLETTE ","Claudine à l'école","1900","88","certes pas leurs tendresses si vives ... Anaïs me","montre","un dessin de Gil Baër représentant un petit jeune"
"52","COLETTE ","Claudine à l'école","1900","135","sont toujours ensemble dans la seconde classe . Aimée","montre","une lettre à la rousse , et elles rient aux éclats , mais"
"53","COLETTE ","Claudine à l'école","1900","139","murs et de plafond , meublé de huit lits blancs ; Luce me","montre","le sien , mais je m' en moque pas mal , de son lit ! Je vais"
"54","COLETTE ","Claudine à l'école","1900","143","c' est bien votre faute , je vous assure . Vous vous êtes","montrée","pleine de mauvais vouloir pour moi , à mon arrivée , et"
"55","COLETTE ","Claudine à l'école","1900","146","directrice répond en haussant les épaules : "" vous","montrerez","ce qu' il vous demandera , mais si vous croyez qu' il s'"
"56","COLETTE ","Claudine à l'école","1900","150","deux institutrices sont là-haut à se becqueter ... -","montrez","-moi votre seconde classe , je vous prie , mademoiselle"
"57","COLETTE ","Claudine à l'école","1900","162","? - heureusement non ; tiens , regarde là-dedans . Je lui","montre","les papiers , en les tenant solidement . Elle darde sur"
"58","COLETTE ","Claudine à l'école","1900","175","coquetterie se modifie sensiblement , maintenant , on","montre","de la peau . J' inaugure des robes ouvertes en carré ,"
"59","COLETTE ","Claudine à l'école","1900","175","les siennes jusqu' à l' épaule ; Marie Belhomme","montre","des bras dodus imprévus au-dessus de ses mains maigres"
"60","COLETTE ","Claudine à l'école","1900","176","à l' empâtement . Ah ! Seigneur , qu' est -ce qu' on ne","montrerait","pas pour une température semblable ! En grand secret"
"61","COLETTE ","Claudine à l'école","1900","184","je couchais dans mon lit , chez nous . ) certes , je ne le","montrerai","pas aux autres , mais je suis malade d' agacement et d'"
"62","COLETTE ","Claudine à l'école","1900","205",". Pauvre gosse ! Si menue dans sa chemise de jour qui","montre","ses bras fins et ses jolies jambes . Décidément , toute"
"63","COLETTE ","Claudine à l'école","1900","206","des regards dévorants , acharnée à cacher ce que je","montre","en la traînant par terre : des cuisses jaunes , un"
"64","COLETTE ","Claudine à l'école","1900","247","petites filles , coquettes des dessous qu' elles","montrent",", exposent surtout une quantité de lingeries"
"65","COLETTE ","Claudine à l'école","1900","248","pas à l' admiration des lingeries excitantes , ils","montrent","d' autres merveilles : des pieds de table habilement"
"66","COLETTE ","Claudine à l'école","1900","252","ces cris de poule égorgée dont elle a le secret , et nous","montre","... qu' effectivement elle ne porte pas de pantalon . Des"
"67","COLETTE ","Claudine à l'école","1900","261","pour demander : "" mille dieux ! Va -t-il falloir que je me","montre","là-bas ? "" - pas du tout , papa , tu restes dans l' ombre ! -"
"68","COLETTE ","Claudine à l'école","1900","316","la peine , je le crierai partout , je veux qu' on te","montre","dans les rues , je veux qu' on rie de toi ! Il ne peut rien me"
"69","BOYLESVE René","La Leçon d'amour dans un parc","1902","9","trop exigeante , prenant la vie comme elle venait , et","montrait","à l' occasion son excellent coeur . faites attention :"
"70","BOYLESVE René","La Leçon d'amour dans un parc","1902","15","d' un signe éclatant , - jusqu' à choquer même , - qui","montre","bien qu' il ne s' agit pas là d' une amusette , mais d' un"
"71","BOYLESVE René","La Leçon d'amour dans un parc","1902","28","car il était content des services de cet homme , et il se","montrait","généralement paternel avec ses serviteurs . De plus"
"72","BOYLESVE René","La Leçon d'amour dans un parc","1902","42","; on la poudre et la décollette , les grands jours . On lui","montre","à faire la révérence lorsqu' elle rencontre par"
"73","BOYLESVE René","La Leçon d'amour dans un parc","1902","45","que l'on coupait certains mots en deux lorsqu' elle","montrait","le bout de son nez . Elle quittait l' un de ses souliers à"
"74","BOYLESVE René","La Leçon d'amour dans un parc","1902","70","en enfer , grillée comme une côtelette . Jacquette se","montra","un peu désappointée , car elle avait pensé qu' on lui"
"75","BOYLESVE René","La Leçon d'amour dans un parc","1902","80","soin d' interrompre ses ablutions . Châteaubedeau","montra","son nez enfariné , ses lèvres rougies , et il n' osait"
"76","BOYLESVE René","La Leçon d'amour dans un parc","1902","87","venait d' endosser une verte semonce , pour s' être","montrée","incapable de citer dans leur ordre les trois vertus"
"77","BOYLESVE René","La Leçon d'amour dans un parc","1902","118","soigneusement dans un papier bien ficelé , et les","montra","à Ninon et aux personnes présentes , entre ses deux"
"78","BOYLESVE René","La Leçon d'amour dans un parc","1902","128",". Elle tira celle -ci hors de la feuille de papier et la","montra","à Dieutegard . Mais le chevalier s' attrista quand il"
"79","BOYLESVE René","La Leçon d'amour dans un parc","1902","147","de sottes gens lui avaient fait redouter . Foulques s' en","montra","extrêmement satisfait , et , dans sa toute première"
"80","BOYLESVE René","La Leçon d'amour dans un parc","1902","167","ne point partir avec sa tante , et pensaient qu' il se","montrerait",", un jour ou l' autre , au château . Mais il ne se montra"
"81","BOYLESVE René","La Leçon d'amour dans un parc","1902","167",", un jour ou l' autre , au château . Mais il ne se","montra","plus , et l'on sut que Madame De Matefelon n' avait point"
"82","BOYLESVE René","La Leçon d'amour dans un parc","1902","211",". Pomme d' Api , qui assistait aux leçons , se","montrait","à l' égard du catéchisme d' une inaptitude touchant"
"83","BOYLESVE René","La Leçon d'amour dans un parc","1902","253","l' approche du soir , la statuette de marbre , et elle la","montra","à Châteaubedeau . Il la vit tout comme elle ; mais il s'"
"84","ADAM Paul","L'Enfant d'Austerlitz","1902","9","fois , avant de porter à sa bouche la friandise , il la","montra",", pour que sa mère ou Céline s' étonnassent"
"85","ADAM Paul","L'Enfant d'Austerlitz","1902","12","le succès d' un couple travesti . La servante","montrait","et discourait . à sa gauche , l' homme portait l' habit"
"86","ADAM Paul","L'Enfant d'Austerlitz","1902","15","de ce triomphe , et parmi tant de seigneurs le maître se","montrait",". Or , c' était un enfant comme Omer , un Bel enfant"
"87","ADAM Paul","L'Enfant d'Austerlitz","1902","20","chambre obscurcie , l' homme de la lanterne magique ne","montrait","plus assez de légendes . Si vite se succédaient les"
"88","ADAM Paul","L'Enfant d'Austerlitz","1902","45","pommelé . Quelquefois , le grand-père et l' oncle se","montraient","vêtus de longues redingotes à brandebourgs . Ils"
"89","ADAM Paul","L'Enfant d'Austerlitz","1902","76","la mort . L' effroi prit Omer , le glaça : - maman ! ... il","montrait","les taches . En lappant sa blessure la langue du chien"
"90","ADAM Paul","L'Enfant d'Austerlitz","1902","94","peloton déboucha au milieu d' insultes . On lui","montrait","le poing ... on l' accusait de ne plus jamais paraître"
"91","ADAM Paul","L'Enfant d'Austerlitz","1902","95","des mille pas . Et voici , n' est -ce pas , ce qui","montre","leur discipline . Un de leurs sergents , sans doute à"
"92","ADAM Paul","L'Enfant d'Austerlitz","1902","97","Une femme le suppliait ; même elle se dégrafa , elle lui","montra","sa poitrine pour tenter ... malgré l' épouvantable"
"93","ADAM Paul","L'Enfant d'Austerlitz","1902","126",". Certain soir , le parrain entra précipitamment . Il","montrait","une lettre du volumineux courrier retenu dans le pli de"
"94","ADAM Paul","L'Enfant d'Austerlitz","1902","131","la remise . Aux jardiniers et aux servantes , le soldat","montrait","les éraflures des balles dans le cuir , deux accrocs"
"95","ADAM Paul","L'Enfant d'Austerlitz","1902","134",": - naan - zéï ? ... son doigt rugueux et noir","montrait","la direction de la route par delà le village . Il"
"96","ADAM Paul","L'Enfant d'Austerlitz","1902","139","ensemble de satisfaction . Tout de suite , ils se","montrèrent","les paquets de chandelles et d' oignons pendus aux"
"97","ADAM Paul","L'Enfant d'Austerlitz","1902","145","oiseaux d' or . à maintes reprises , le vieillard avait","montré","ces insignes à son filleul , ainsi que d' autres"
"98","ADAM Paul","L'Enfant d'Austerlitz","1902","154",", ni bannière , ni pancarte , ni banderole . La tante","montrait","aux murs de la chambre des sabres et des fusils"
"99","ADAM Paul","L'Enfant d'Austerlitz","1902","159","exclamations royalistes . Un adolescent manchot , qui","montrait","au public son infirmité militaire , hurla de toutes"
"100","ADAM Paul","L'Enfant d'Austerlitz","1902","184","l' une des trois premières places . Pour Omer , il se","montrait","fraternel , le louait de vouloir devenir évêque . S'"
"101","ADAM Paul","L'Enfant d'Austerlitz","1902","192","grecque et latine , ainsi que tous les jésuites , il","montrait","comment , sous la transparence des faits , l' idée"
"102","ADAM Paul","L'Enfant d'Austerlitz","1902","208",". Il y eut un silence . Soudain , la face du jésuite se","montra","; le front était ridé et la voix fut rude : - je dois"
"103","ADAM Paul","L'Enfant d'Austerlitz","1902","218","adolescente ; il la déroulait ; il l' exposait ; il la","montrait","complète , et nulle par soi -même , grande par toute l'"
"104","ADAM Paul","L'Enfant d'Austerlitz","1902","234","trouble et vacillante ; elle disait : - il faut que je vous","montre","mes gravures . Elle tenait la main tremblante et qu' il"
"105","ADAM Paul","L'Enfant d'Austerlitz","1902","242","J' ai toujours huit chevaux , comme dans mon peloton ( il","montrait","l' attelage ) . Sur la route , je connais des frères , des"
"106","ADAM Paul","L'Enfant d'Austerlitz","1902","247","et Ferdinand Ier . Les bonapartistes","montreraient","aux ultras que la nation ne tolérait pas l'"
"107","ADAM Paul","L'Enfant d'Austerlitz","1902","247","les heures pathétiques de sa vie . Et il ne s' en","montrait","pas moins charmant camarade . Il ignorait la morgue du"
"108","ADAM Paul","L'Enfant d'Austerlitz","1902","255","artillerie rappelait à l' oncle leurs campagnes , et","montrait","au jeune homme un sansonnet en cage , son ami . Chez lui ,"
"109","ADAM Paul","L'Enfant d'Austerlitz","1902","287","royal , si tu te déplais au barreau . Dieudonné","montre","du goût pour l' état d' ingénieur . Il dirigera les"
"110","ADAM Paul","L'Enfant d'Austerlitz","1902","290","père traitait en peccadilles les fautes de luxure , ne","montrait","de fureur qu' aux minutes où l'on avouait soit un"
"111","ADAM Paul","L'Enfant d'Austerlitz","1902","294","quarante-huit heures aux moulins Héricourt et s' y","montrait","peu charmante . Il ne l' aimait pas . Au reste ,"
"112","ADAM Paul","L'Enfant d'Austerlitz","1902","296",", à titre de probationnaire , dans la congrégation . Il","montra","les dix grains enflant le cercle extérieur de sa petite"
"113","ADAM Paul","L'Enfant d'Austerlitz","1902","306","que tu cèdes à un entraînement passager dont tu","montreras","bientôt un vif repentir . "" aime notre seigneur"
"114","ADAM Paul","L'Enfant d'Austerlitz","1902","337","à leur faire admettre cette unique religion . Je leur","montrais","un squelette en demandant s' il avait été roi , noble"
"115","ADAM Paul","L'Enfant d'Austerlitz","1902","340","Adam ; l'on y faisait la débauche . Le cardinal de Rohan","montrait","partout l' or sorti du laboratoire alchimique de"
"116","ADAM Paul","L'Enfant d'Austerlitz","1902","342","tiare . Foule aux pieds les lys ... "" les archivistes","montrèrent","à Cagliostro les contrats passés avec les"
"117","ADAM Paul","L'Enfant d'Austerlitz","1902","358","le devance chez le gouverneur russe de la place , à qui je","montre","les documents de nos loges : et le comte d' Artois ne peut"
"118","ADAM Paul","L'Enfant d'Austerlitz","1902","360","le héros de Jassy , parce que ce fourbe de Metternich a","montré","au tsar Alexandre , dans le cabinet noir de Laybach , les"
"119","ADAM Paul","L'Enfant d'Austerlitz","1902","381","avant moi , m' a bien parlé , de son vivant , du désir que","montre","Mme Cavrois de vous voir entreprendre l' étude du droit"
"120","ADAM Paul","L'Enfant d'Austerlitz","1902","386","deux bonnets de coton bleu , deux hommes qui","montrèrent","des saucissons énormes . Une poularde fut lancée"
"121","ADAM Paul","L'Enfant d'Austerlitz","1902","389","fille , ayant manqué le marchepied d' une voiture ,","montrait","involontairement son pantalon de linge et ses"
"122","ADAM Paul","L'Enfant d'Austerlitz","1902","393","arrêta Denise quand , simple et brillante , elle se fut","montrée",". Il lui dit une phrase très fleurie , à peine entendue"
"123","ADAM Paul","L'Enfant d'Austerlitz","1902","398",", cette réponse devait plaire . Le jeune homme y","montrait","de la franchise , de la dignité , et de la déférence"
"124","ADAM Paul","L'Enfant d'Austerlitz","1902","402","que le comte ait cru devoir choisir une oeuvre qui","montre","ce vilain accusant un homme né . C' est un triste exemple"
"125","ADAM Paul","L'Enfant d'Austerlitz","1902","412","tante Aurélie un sujet de louanges . Pour exemple , elle","montra","dans un autre placard intérieurement tendu de velours"
"126","ADAM Paul","L'Enfant d'Austerlitz","1902","418","aux libéraux . On juge les sergents de La Rochelle :","montrez","-vous au palais , demandez à voir les prévenus . J'"
"127","ADAM Paul","L'Enfant d'Austerlitz","1902","437","et rouges dans des savates de velours à trous . Elle se","montrait","alors insolente pour maman Virginie qu' elle traitait"
"128","ADAM Paul","L'Enfant d'Austerlitz","1902","438","économie , sources de notre aisance . "" oh ! Oui , Denise","montre","bien le même génie âpre et calculateur qui sut"
"129","ADAM Paul","L'Enfant d'Austerlitz","1902","445","chauve , glabre , épais et bas sur jambes , qui lui","montra","la bibliothèque , les volumes latins et grecs , reliés"
"130","ADAM Paul","L'Enfant d'Austerlitz","1902","489","rentra par hasard et , le jésuite s' étant plaint , il se","montra","sévère . Omer dut écrire sous la dictée , en manière"
"131","ADAM Paul","L'Enfant d'Austerlitz","1902","499","inébranlable . Et la seule sensibilité qu' elle","montrât",", envers son fils , s' exprimait en véhémentes"
"132","ADAM Paul","L'Enfant d'Austerlitz","1902","499","ce roc immuable et sans légende . Face close , elle ne","montrait","aucune clarté de Dieu ... et ce lui fut une infinie"
"133","ADAM Paul","L'Enfant d'Austerlitz","1902","519","des âmes , qu' à tant de vitrines les gravures","montraient","assis sur la cime d' une roche abrupte , enclos dans ses"
"134","GIDE André","L'Immoraliste","1902","382","dans le pouce . J' eus un frisson d' horreur ; il en rit ,","montra","la coupure brillante et s' amusa de voir couler son sang ."
"135","GIDE André","L'Immoraliste","1902","401","peaux hâlées et comme pénétrées de soleil , que","montraient",", en travaillant aux champs , la veste ouverte ,"
"136","GIDE André","L'Immoraliste","1902","407",", je parlai sérieusement de retour ; à la joie qu' en","montra","Marceline , je compris qu' elle y songeait depuis"
"137","GIDE André","L'Immoraliste","1902","423",", cette compréhension , il faut avouer qu' ils ne la","montraient","guère ; il me parut que la plupart ne vivaient point ,"
"138","GIDE André","L'Immoraliste","1902","427","! - mais , dis -je avec une légère impatience , rien ne me","montre","encore que je puisse vous parler plus qu' aux autres ."
"139","GIDE André","L'Immoraliste","1902","428","aviez vu le vol et vous n' avez rien dit ! Moktir s' est","montré","fort surpris de ce silence ... moi aussi . - je ne le suis"
"140","GIDE André","L'Immoraliste","1902","440","emmener Marceline dans la montagne ; mais elle me","montra","le désir le plus vif de retourner en Normandie ,"
"141","GIDE André","L'Immoraliste","1902","443","ne pas répondre avec trop de froideur à la joie qu' il","montrait","de me revoir ; mais même cette joie me déplut ; elle"
"142","GIDE André","L'Immoraliste","1902","447","sont si grands que ça n' y fait pas bien du tort . Je m' en","montrai","si peu mécontent que , bien vite , Bute enhardi et , je"
"143","GIDE André","L'Immoraliste","1902","447","aujourd'hui , heureux de desservir un peu Bocage , me","montra","dans tel creux des collets tendus par Alcide , puis m'"
"144","GIDE André","L'Immoraliste","1902","448",". - fais voir . Il fait glisser son bas sur ses galoches et","montre","sa cheville où l'on distingue à peine une légère"
"145","GIDE André","L'Immoraliste","1902","448","là . - pourquoi donc pas ? - vous n' sauriez pas si bien .","Montrez","-moi comment que vous faites . - apprends -moi ... ce"
"146","GIDE André","L'Immoraliste","1902","456","de la lanterne , je regarde ... rien . Mais j' ai trop","montré","mon angoisse ; Marceline tristement s' efforce de"
"147","GIDE André","L'Immoraliste","1902","472","petit Ali , nous a surpris couchés ensemble . Il s' est","montré","fort irrité et n' a pas voulu revenir de cinq jours ."
"148","PHILIPPE Charles-Louis","Le Père Perdrix","1902","150","Et c' est ainsi que la petite ville , au visage purifié ,","montrait","des manières naïves , comme une femme trompeuse ."
"149","PHILIPPE Charles-Louis","Le Père Perdrix","1902","190","de la vie présente , tel souvenir de la vie passée et","montraient","l' avenir semblable à une grande clairière . Ce fut"
"150","PHILIPPE Charles-Louis","Le Père Perdrix","1902","218","pu supposer , lui qui était un bourgeois , qu' il","montrerait","tant de patience et tant de minutie . Il y avait presque"
"151","PHILIPPE Charles-Louis","Le Père Perdrix","1902","220","malin . Il n' aurait eu qu' à dire une bonne fois : « ","Montrez","-moi donc votre jambe , je vous dirai ensuite ce qu' il"
"152","PHILIPPE Charles-Louis","Le Père Perdrix","1902","230","de médecin lui donnait des mouvements brusques et se","montrait","dès l' entrée , décisive et angoissante un peu . On"
"153","PHILIPPE Charles-Louis","Le Père Perdrix","1902","233","Tu n' es donc même pas capable de te renserrer ? Et on lui","montrait","sa part qui refroidissait dans le plat . Cela arrivait"
"154","PHILIPPE Charles-Louis","Le Père Perdrix","1902","234",". Il y avait des moments où la conversation obliquait ,","montrait","certaines tendances , se dévoyait complètement et"
"155","JARRY Alfred","Le Surmâle","1902","84","On est toujours , pour les filles , un bel animal , quand on","montre","un peu de chair nue . L' Indien ne dit mot , se mit à table"
"156","JARRY Alfred","Le Surmâle","1902","109","égal qu' elles nous voient , du moment qu' elles ne te","montrent","que leur figure , dit Ellen . Je porte autrement mon"
"157","HUYSMANS Joris-Karl","L'Oblat, 2","1903","28","la beauté "" ; puis , levant le bras droit en l' air , elle","montre","son doigt où brille la bague bénie par le prélat et ,"
"158","HUYSMANS Joris-Karl","L'Oblat, 2","1903","59",", des injures et des menaces . Naturellement , plus il se","montrait","paternel , et plus l' ennemi devenait arrogant ; cela"
"159","HUYSMANS Joris-Karl","L'Oblat, 2","1903","62","sommet du Golgotha , au pied même du gibet , l' église","montrait",", dans l' evangile de la passion , le fils de Dieu réduit"
"160","HUYSMANS Joris-Karl","L'Oblat, 2","1903","71","encore de la petite troupe des saintes femmes . Elle la","montre",", suivant à distance les soldats qui entourent Jésus"
"161","HUYSMANS Joris-Karl","L'Oblat, 2","1903","198","ami ; puisque Rome consent , pourquoi des ordres se","montrent","-ils plus papalins que le pape ? - allez le leur demander"
"162","HUYSMANS Joris-Karl","L'Oblat, 2","1903","207","et les larmes lui vinrent aux yeux . Ces casiers qu' il","montrait","contenaient les grandes collections de l' abbaye ; c'"
"163","HUYSMANS Joris-Karl","L'Oblat, 2","1903","217",". Le frère se leva et se mit à genoux ; l' abbé lui","montra","la règle de saint Benoît , s' enquit de savoir s' il"
"164","HUYSMANS Joris-Karl","L'Oblat, 2","1903","234","patriarche ne les entend plus sous ces voûtes ; je lui","montrerai","ainsi qu' il existe encore à Paris quelqu'un qui"
"165","HUYSMANS Joris-Karl","L'Oblat, 2","1903","265",". Je subis mais je n' envie pas l' humiliation ; ce qui vous","montre","combien j' ai peu tué le vieil homme et combien je suis"
"166","HUYSMANS Joris-Karl","L'Oblat, 2","1903","272",", tous les deux , à l' oratoire , le p. Paton leur","montra","le télégramme qu' il venait de recevoir . Il les"
"167","HUYSMANS Joris-Karl","L'Oblat, 2","1903","277",". Si la schlague divine s' apprête , tendons le dos ;","montrons","au moins un peu de bonne volonté . On ne peut pourtant"
"168","HUYSMANS Joris-Karl","L'Oblat,1","1903","109","piètre estime ont la vie dure , Madame Bavoil ; et il lui","montrait","les silènes sauvages dont les étoiles blanches"
"169","HUYSMANS Joris-Karl","L'Oblat,1","1903","151","dans les livres inspirés , à mesure que le besoin s' en","montrait",", son site d' âme ; si l'on découvrait tout à coup que"
"170","HUYSMANS Joris-Karl","L'Oblat,1","1903","174","claustration s' affirme , l' oblature bénédictine se","montre",". Ces reclus , quand ils ne sont pas des moines , sont , sous"
"171","HUYSMANS Joris-Karl","L'Oblat,1","1903","267","pas preuve de condescendance et de largeur d' esprit , ne","montra","-t-elle point , en souriant de ces folies , combien elle"
"172","HUYSMANS Joris-Karl","L'Oblat,1","1903","276",", du moment qu' il ne s' agit plus des moines , se","montrent","aimables . Ils avaient toujours refusé , tant que nous"
